Year,Month,Region,Org Code,Org Name,A0,A1,A2,A3,A4,A114,A5,A6,A111,A112,A113,A7,A8,A9,A10,A11,A12,A24,A25,A26,A27,A28,A29,A30,A31,A32,A33,A34,A35,A36,A37,A38,A17,A18,A19,A20,A21,A22,A23,A53,A54,A55,A56,A39,A40,A41,A42,A43,A44,A45,A46,A47,A48,A74,A82,A83,A84,A78,A94,A95,A96,A115,A116,A117,A118,A75,A85,A86,A87,A79,A97,A98,A99,A119,A120,A121,A122,A76,A88,A89,A90,A80,A100,A101,A102,A77,A91,A92,A93,A81,A103,A104,A105,A49,A50,A51,A52,A13,A14,A15,A16,A106,A107,A108,A109,A110,A57,A58,A59,A60,A61,A62,A63,A64,A65,A66,A67,A68,A69,A70,A71,A72,A73
2019,11,Y56,RRU,LONDON AMBULANCE SERVICE NHS TRUST,176428,142095,1566562,11,0,37,80,174,432,0,1402,107589,9871,7326,63134,20279,1831,3994997,405,673,5018577,685,1179,80237263,1271,2613,89003617,4389,10640,10899159,5953,13713,7694,193,959,2804,209,6333,0,65519,6543,27833,99895,26028,20233,19057,15094,95637,71514,33278,22928,2454,1947,35,17516,500,744,22,14687,668,1431,9814,3962794,404,672,4140,5353964,1293,2605,1075,1357065,1262,2763,57919,73526234,1269,2611,1559,10792595,6923,13661,320,2212658,6915,16350,1316,13897345,10560,18721,130,1462634,11251,22189,728,220242,303,518,4875,359711,74,155,125,338848,2711,6401,117,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2019,11,Y63,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,52466,36353,303250,8,1,19,30,79,246,2283,13,35882,3167,2158,21665,6029,357,1309748,414,718,1048879,486,851,48291656,2229,4478,45664424,7574,18330,2144020,6006,14132,2141,57,345,2654,114,1625,0,20809,3401,9531,33741,5873,4682,3905,3156,27614,23209,9084,6431,553,334,115,60359,525,899,82,41532,506,843,2970,1207857,407,705,3077,7373653,2396,4699,614,1377095,2243,4599,17974,39540908,2200,4432,1031,8392898,8141,15652,471,4615120,9799,20926,840,9191367,10942,21677,137,1733923,12656,33047,79,38618,489,847,1762,56091,32,64,0,0,.,.,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2019,11,Y62,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,140609,118943,1487557,13,1,49,78,127,218,16308,670,99491,10789,7696,53786,15298,3415,4826653,447,758,4898176,636,1099,99121207,1843,4033,94095193,6151,14647,19018822,5569,12578,8101,601,5237,806,411,1852,174,58996,5363,27031,91390,22441,18315,15849,13153,70866,57037,22232,16351,4434,3709,166,84764,511,859,51,23491,461,837,10572,4718398,446,757,5450,11151102,2046,4201,2043,4240717,2076,4877,46293,83729388,1809,3985,3483,28472764,8175,19783,1721,11463013,6661,15957,1356,11265736,8308,17440,872,9497094,10891,24415,.,.,.,.,5280,214880,41,86,73,123811,1696,3512,59,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2019,11,Y59,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,72571,43130,286200,7,3,5,26,88,297,9,120,51816,2816,1759,25720,15540,891,1227195,436,798,963342,548,1058,29264178,1138,2330,54596892,3513,8364,4420064,4961,11363,3952,25,209,395,318,3400,308,27309,3586,16969,47864,5083,3954,3145,2470,34202,27729,23146,17320,1402,1021,55,33157,603,1131,44,15284,347,635,2717,1178754,434,796,2870,3264250,1137,2242,567,587706,1037,2178,22283,25412222,1140,2344,2409,10496896,4357,8949,763,2762220,3620,7920,294,2838896,9656,18147,57,417667,7327,17200,196,59446,303,530,2080,72301,35,71,85,207257,2438,4880,75,9,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2019,11,Y59,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,90097,69437,235548,3,1,1,10,70,266,84,1,64627,4093,2670,35613,17830,364,1878048,459,878,1511031,566,1089,44557329,1251,2385,115020376,6451,14564,2767138,7602,17180,4000,145,810,1079,287,2758,906,40111,648,19868,60627,8368,6177,5387,4024,47772,37748,32054,18661,638,379,160,106553,666,1127,100,63017,630,1402,3833,1708478,446,851,3083,3658792,1187,2210,1045,1317833,1261,2585,31485,39580704,1257,2393,1214,10168345,8376,17202,563,5023867,8923,18983,1084,12849288,11854,24226,167,1721461,10308,20517,448,132066,295,530,2856,132190,46,62,127,160222,1262,2292,123,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2019,11,Y58,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,111235,85276,970603,11,3,38,58,98,177,184,2518,76198,4771,2980,42832,17149,1386,2051156,430,795,1809128,607,1132,75335818,1759,3689,80885798,4717,11444,7712907,5565,13439,4205,319,1533,3366,442,1911,10,40909,3532,27552,71993,10774,8256,6730,5239,57945,48520,25062,18585,1914,1474,41,21617,527,925,34,19849,584,1148,4696,2009690,428,790,2504,4584719,1831,3638,920,1523113,1656,3462,39408,69227986,1757,3700,1982,9900316,4995,10108,382,1738075,4550,10383,947,7501262,7921,16973,61,480389,7875,14533,440,153204,348,556,2780,109295,39,73,129,227765,1766,3841,116,121,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2019,11,Y60,RYA,WEST MIDLANDS AMBULANCE SERVICE UNIVERSITY NHS FOUNDATION TRUST,122039,88922,382937,4,1,12,24,48,271,0,46,93969,6337,4021,48246,29509,1116,2696546,426,735,1952728,486,847,42048488,872,1626,106075422,3595,8212,5334204,4780,11903,3489,85,59,0,386,2959,2208,52396,5788,32296,90480,11845,8689,7333,5494,62524,50747,59790,30861,3040,1171,163,79070,485,766,100,44790,448,795,6074,2572686,424,733,6033,5134550,851,1583,1064,895249,841,1804,41149,36018689,875,1629,3064,17823282,5817,13493,592,3206528,5416,14088,1102,11332066,10283,22641,191,1616029,8461,20684,237,60389,255,462,3836,104449,27,54,100,82298,823,1511,92,277,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2019,11,Y63,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,102003,58572,418932,7,1,15,45,127,263,417,1609,72412,5850,4193,41615,11182,425,2628530,449,766,2277116,543,983,57850018,1390,2940,37941905,3393,8339,1826230,4297,9488,5332,735,1819,5781,376,2402,2087,42636,6541,17903,67080,11360,9007,7890,6322,56309,45862,17359,12389,706,488,249,121736,489,813,42,20318,484,954,5559,2486476,447,763,4778,6591267,1380,2818,804,1047918,1303,2894,36033,50210833,1393,2959,1952,7565586,3876,8087,1255,5000571,3985,8883,1952,11322524,5800,13636,1186,6741823,5685,14281,173,57936,335,536,3732,140116,38,65,47,76276,1623,3238,35,54,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2019,12,Eng,Eng,England,1156701,845524,6446215,8,1,21,44,97,4299,22648,14295,790371,70459,48301,448012,147431,13022,31905778,453,796,32474430,672,1245,751526987,1677,3507,795826221,5398,13035,77040577,5916,13648,58834,4358,17628,18189,6704,30144,7014,451137,42211,238189,731537,148543,113850,101074,78575,622135,487449,250639,160008,19848,14091,960,537130,560,957,571,290793,509,989,68928,31077855,451,792,35106,56798971,1618,3249,10064,16592165,1649,3577,402842,678135851,1683,3528,17095,111923805,6547,14552,6604,39927136,6046,13688,11734,103775237,8844,18722,2980,25795088,8656,19735,3789,1201995,317,541,42090,1771333,42,79,864,1621252,1876,3784,744,433,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2019,12,North East and Yorkshire,Y63,North East and Yorkshire,164804,96376,798366,8,1,13,34,94,712,2885,2083,113681,10010,7081,66512,16194,850,4482321,448,770,3930929,555,990,124549895,1873,3879,89359320,5518,13667,4627898,5445,11690,9226,877,2448,8735,1063,4838,1900,65489,9995,28971,104455,19544,15648,13438,10911,87653,72613,24798,17659,1416,1044,319,172274,540,900,116,47796,412,799,9575,4262251,445,765,7748,15305361,1975,3941,1496,2766865,1850,3808,57268,106477669,1859,3873,3099,16026424,5171,11020,1814,9648951,5319,11927,2620,19162287,7314,15611,1210,7087815,5858,13145,314,136768,436,660,6065,210717,35,61,49,60204,1229,2535,34,32,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2019,12,North West,Y62,North West,146720,123049,1448736,12,1,46,76,124,300,17399,769,104810,11276,8009,57592,13799,4724,5064216,449,757,5214108,651,1104,109193144,1896,4240,93848420,6801,15937,26114678,5528,12559,9064,429,5926,1119,533,2176,451,61419,5547,28780,95746,23473,19258,16310,13629,75338,61182,20009,14810,6209,5180,163,89601,550,993,76,45407,597,1119,11037,4929208,447,750,5325,11026720,2071,4435,2063,4321488,2095,4801,50204,93844936,1869,4192,3619,31513540,8708,21169,1749,11163577,6383,14687,1355,11692062,8629,17227,863,9637769,11168,25606,180,61629,342,634,5516,213167,39,83,67,100175,1495,3716,47,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2019,12,Midlands,Y60,Midlands,235846,177931,800604,4,1,9,23,57,986,2191,56,171460,15423,10220,95285,39134,2350,7087088,460,812,7931756,776,1629,154434959,1621,3290,179238216,4580,11000,12948396,5510,13095,11039,2143,947,30,3500,4449,2517,98038,9442,52941,160421,28169,21268,18766,14299,125031,100092,74157,41361,4654,2362,128,65744,514,847,115,51590,449,868,15180,6969754,459,812,6906,6958292,1008,1932,1961,2843013,1450,3104,86418,144633654,1674,3401,3010,18583744,6174,14001,927,5914582,6380,15139,2906,22534034,7754,16580,416,4012219,9645,23120,661,187541,284,493,8676,297707,34,67,167,202728,1214,2148,149,334,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2019,12,East of England,Y61,East of England,119913,79026,579520,7,1,17,45,103,580,15,4360,79930,8520,5584,47950,9953,793,4230464,497,919,4000772,716,1301,91988668,1918,4006,63641718,6394,16943,4959670,6254,16989,6242,105,4353,1024,55,1729,839,44486,2616,26586,73688,19479,13522,12587,8903,76658,53423,20401,11326,1380,862,27,18818,697,1184,0,0,.,.,8493,4211646,496,919,2408,5057511,2100,4123,596,1098254,1843,4030,44946,85832903,1910,4001,369,3445251,9337,24690,134,1296334,9674,21133,1462,15435368,10558,25739,132,1198088,9076,23623,668,192419,288,480,7739,296509,38,70,144,321328,2231,4246,117,15,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2019,12,London,Y56,London,190655,154576,1477307,10,0,35,72,140,647,0,1297,111869,11050,8172,66734,18644,1963,4661084,422,704,5860423,717,1230,102083299,1530,3261,101150505,5425,13493,13819140,7040,15045,9091,266,1388,2886,230,7207,0,66637,6460,29681,102778,28716,22044,21019,16379,103387,76117,30958,21139,2656,2108,46,23837,518,900,21,15424,734,1054,10983,4621823,421,702,4140,6221941,1503,3163,1138,1632326,1434,3310,61456,94229032,1533,3268,1377,10903898,7919,15828,313,2608263,8333,18548,1242,13850280,11152,20936,103,1471492,14286,29924,768,232560,303,515,5272,388713,74,153,123,353977,2878,6028,113,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2019,12,South East,Y59,South East,177712,121579,550911,5,2,3,15,76,822,69,145,126574,8454,5570,67030,35028,1336,3932192,465,859,3255028,584,1092,84529726,1261,2512,187858802,5363,12235,7866569,5888,14171,9262,213,1116,1508,743,7190,1301,71762,4547,41003,117312,16550,12395,10870,8207,89875,71109,57990,37743,2110,1472,231,139709,605,1043,172,89993,523,1103,8051,3702490,460,846,6078,7594898,1250,2357,1758,2090621,1189,2429,59194,74844207,1264,2534,3721,21423771,5758,11793,1279,7275472,5688,12360,1206,13267963,11002,22138,208,1999518,9613,19134,694,209946,303,524,5701,251032,44,67,183,356015,1945,3965,169,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2019,12,South West,Y58,South West,121051,92987,790771,9,2,25,47,94,252,89,5585,82047,5726,3665,46909,14679,1006,2448413,428,777,2281414,622,1158,84747296,1807,3786,80729240,5500,13710,6704226,6664,15658,4910,325,1450,2887,580,2555,6,43306,3604,30227,77137,12612,9715,8084,6247,64193,52913,22326,15970,1423,1063,46,27147,590,1024,71,40583,572,1061,5609,2380683,424,772,2501,4634248,1853,3681,1052,1839598,1749,3686,43356,78273450,1805,3792,1900,10027177,5277,11094,388,2019957,5206,11837,943,7833243,8307,17947,48,388187,8087,21027,504,181132,359,638,3121,113488,36,64,131,226825,1731,3507,115,48,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2019,12,Y60,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,105644,82795,352363,4,2,4,19,59,586,2191,0,71457,8507,5837,42979,9005,1134,4166505,490,875,5797688,993,2193,107585218,2503,5239,68715348,7631,18880,7356207,6487,14690,6915,2035,865,30,3108,907,54,42417,3319,18806,64542,15272,11784,10770,8339,57737,45288,13373,9837,1499,1093,0,0,.,.,23,13566,590,1435,8484,4152939,490,875,471,1259961,2675,5374,830,1819003,2192,4840,41678,104506254,2507,5239,3,3574,1191,2551,368,2676745,7274,17236,1804,11058280,6130,13189,162,1435821,8863,18969,396,112914,285,480,4371,179458,41,77,27,82490,3055,5053,19,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2019,12,Y61,RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,119913,79026,579520,7,1,17,45,103,580,15,4360,79930,8520,5584,47950,9953,793,4230464,497,919,4000772,716,1301,91988668,1918,4006,63641718,6394,16943,4959670,6254,16989,6242,105,4353,1024,55,1729,839,44486,2616,26586,73688,19479,13522,12587,8903,76658,53423,20401,11326,1380,862,27,18818,697,1184,0,0,.,.,8493,4211646,496,919,2408,5057511,2100,4123,596,1098254,1843,4030,44946,85832903,1910,4001,369,3445251,9337,24690,134,1296334,9674,21133,1462,15435368,10558,25739,132,1198088,9076,23623,668,192419,288,480,7739,296509,38,70,144,321328,2231,4246,117,15,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2019,12,Y59,R1F,ISLE OF WIGHT NHS TRUST,2906,1548,14029,9,1,6,34,230,17,0,4,2169,131,86,1031,604,53,90425,690,1291,76383,888,1545,1884192,1828,3862,3133392,5188,12028,364292,6873,17198,233,2,39,26,12,180,12,1212,44,680,1936,191,163,125,108,1202,1096,724,629,65,54,4,2890,723,1193,0,0,.,.,127,87535,689,1267,106,207268,1955,4045,4,5348,1337,2567,921,1671576,1815,3840,85,497341,5851,11722,3,8679,2893,3718,14,210217,15016,25162,15,27721,1848,4546,13,5125,394,855,95,3809,40,71,0,0,.,.,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2019,12,Y56,RRU,LONDON AMBULANCE SERVICE NHS TRUST,190655,154576,1477307,10,0,35,72,140,647,0,1297,111869,11050,8172,66734,18644,1963,4661084,422,704,5860423,717,1230,102083299,1530,3261,101150505,5425,13493,13819140,7040,15045,9091,266,1388,2886,230,7207,0,66637,6460,29681,102778,28716,22044,21019,16379,103387,76117,30958,21139,2656,2108,46,23837,518,900,21,15424,734,1054,10983,4621823,421,702,4140,6221941,1503,3163,1138,1632326,1434,3310,61456,94229032,1533,3268,1377,10903898,7919,15828,313,2608263,8333,18548,1242,13850280,11152,20936,103,1471492,14286,29924,768,232560,303,515,5272,388713,74,153,123,353977,2878,6028,113,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2019,12,Y63,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,54723,37311,233137,6,1,12,22,66,251,2300,13,37858,3227,2167,22463,6262,403,1319154,409,716,1029947,475,852,52680102,2345,4660,46451672,7418,18523,2101316,5214,11479,2834,70,437,2733,170,2157,0,21486,3555,9983,35024,6020,4890,3937,3233,28357,23935,9041,6630,593,391,99,49914,504,837,74,30614,414,763,3054,1238626,406,706,3113,7683208,2468,4707,627,1426816,2276,4424,18723,43570078,2327,4660,1111,7652289,6888,14528,503,5178399,10295,23723,863,8072951,9355,18222,148,1917265,12954,27484,92,41576,452,727,1840,53476,29,55,0,0,.,.,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2019,12,Y62,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,146720,123049,1448736,12,1,46,76,124,300,17399,769,104810,11276,8009,57592,13799,4724,5064216,449,757,5214108,651,1104,109193144,1896,4240,93848420,6801,15937,26114678,5528,12559,9064,429,5926,1119,533,2176,451,61419,5547,28780,95746,23473,19258,16310,13629,75338,61182,20009,14810,6209,5180,163,89601,550,993,76,45407,597,1119,11037,4929208,447,750,5325,11026720,2071,4435,2063,4321488,2095,4801,50204,93844936,1869,4192,3619,31513540,8708,21169,1749,11163577,6383,14687,1355,11692062,8629,17227,863,9637769,11168,25606,180,61629,342,634,5516,213167,39,83,67,100175,1495,3716,47,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2019,12,Y59,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,78113,46133,299420,6,3,5,23,87,402,0,141,55764,3458,2224,27809,16168,942,1529607,442,805,1259009,566,1065,32967651,1186,2493,60052786,3714,9015,4752312,5045,12289,4382,26,184,325,371,3801,312,28957,3809,18616,51382,6455,4921,4156,3197,36964,29904,23906,18045,1467,1065,54,29962,555,906,57,27005,474,912,3347,1472640,440,796,2876,3389715,1179,2277,632,667431,1056,2338,24301,28910505,1190,2531,2482,10772024,4340,8866,768,2632080,3427,7270,316,2784203,8811,17497,52,440589,8473,19498,212,68968,325,536,2456,84176,34,69,79,211372,2676,5764,71,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2019,12,Y59,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,96693,73898,237462,3,1,1,9,66,403,69,0,68641,4865,3260,38190,18256,341,2312160,475,886,1919636,589,1099,49677883,1301,2490,124672624,6829,15094,2749965,8064,18901,4647,185,893,1157,360,3209,977,41593,694,21707,63994,9904,7311,6589,4902,51709,40109,33360,19069,578,353,173,106857,618,1082,115,62988,548,1197,4577,2142315,468,871,3096,3997915,1291,2374,1122,1417842,1264,2479,33972,44262126,1303,2500,1154,10154406,8799,18092,508,4634713,9123,20105,876,10273543,11728,23764,141,1531208,10860,20552,469,135853,290,509,3150,163047,52,65,104,144643,1391,2598,98,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2019,12,Y58,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,121051,92987,790771,9,2,25,47,94,252,89,5585,82047,5726,3665,46909,14679,1006,2448413,428,777,2281414,622,1158,84747296,1807,3786,80729240,5500,13710,6704226,6664,15658,4910,325,1450,2887,580,2555,6,43306,3604,30227,77137,12612,9715,8084,6247,64193,52913,22326,15970,1423,1063,46,27147,590,1024,71,40583,572,1061,5609,2380683,424,772,2501,4634248,1853,3681,1052,1839598,1749,3686,43356,78273450,1805,3792,1900,10027177,5277,11094,388,2019957,5206,11837,943,7833243,8307,17947,48,388187,8087,21027,504,181132,359,638,3121,113488,36,64,131,226825,1731,3507,115,48,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2019,12,Y60,RYA,WEST MIDLANDS AMBULANCE SERVICE UNIVERSITY NHS FOUNDATION TRUST,130202,95136,448241,5,1,13,26,55,400,0,56,100003,6916,4383,52306,30129,1216,2920583,422,735,2134068,487,877,46849741,896,1689,110522868,3668,8645,5592189,4599,11607,4124,108,82,0,392,3542,2463,55621,6123,34135,95879,12897,9484,7996,5960,67294,54804,60784,31524,3155,1269,128,65744,514,847,92,38024,413,726,6696,2816815,421,732,6435,5698331,886,1680,1131,1024010,905,1830,44740,40127400,897,1688,3007,18580170,6179,14012,559,3237837,5792,13758,1102,11475754,10414,22132,254,2576398,10143,25768,265,74627,282,512,4305,118249,27,56,140,120238,859,1588,130,334,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2019,12,Y63,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,110081,59065,565229,10,1,14,42,112,461,585,2070,75823,6783,4914,44049,9932,447,3163167,466,795,2900982,590,1051,71869793,1632,3480,42907648,4320,10606,2526582,5652,11881,6392,807,2011,6002,893,2681,1900,44003,6440,18988,69431,13524,10758,9501,7678,59296,48678,15757,11029,823,653,220,122360,556,928,42,17182,409,863,6521,3023625,464,792,4635,7622153,1644,3426,869,1340049,1542,3363,38545,62907591,1632,3491,1988,8374135,4212,9060,1311,4470552,3410,7401,1757,11089336,6312,14328,1062,5170550,4869,11147,222,95192,429,632,4225,157241,37,64,49,60204,1229,2535,34,32,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,Eng,Eng,England,1001490,722896,2617638,4,1,2,14,63,3455,19865,18096,750828,60777,40890,407472,158524,13578,25871322,426,747,25293106,619,1149,511564420,1255,2552,539194196,3401,7930,60993156,4492,10351,48945,2812,13566,16789,6388,26179,7815,434935,42257,224691,701883,129234,99264,85471,66857,551017,441934,257472,170857,20859,14573,906,474519,524,923,482,230028,477,943,59389,25166775,424,743,35306,43536262,1233,2429,9651,11855561,1228,2642,362515,456172597,1258,2560,19450,90908085,4674,10221,7172,29934227,4174,9594,14172,98529579,6952,15040,3150,20135633,6392,14883,3421,1043433,305,517,36941,1404057,38,69,995,1474122,1482,3083,887,564,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,North East and Yorkshire,Y63,North East and Yorkshire,140922,79855,253185,3,1,3,9,58,571,2597,3054,108110,8310,5666,60236,18843,1093,3363401,405,694,2708397,478,854,75091297,1247,2544,55558155,2948,6994,3796008,3473,8173,6783,428,1330,7553,756,4269,2004,63430,10396,27501,101327,16194,12918,10135,8229,78523,65753,28678,20384,1813,1294,299,140680,471,821,113,42575,377,780,7898,3180146,403,690,7522,9897644,1316,2627,1469,1673307,1139,2490,51245,63520346,1240,2533,3749,15328017,4089,8338,1974,6961366,3527,7548,2724,16453114,6040,13071,1297,5166341,3983,9261,275,96922,352,567,5165,164113,32,57,57,52440,920,2068,48,20,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,North West,Y62,North West,125079,103307,471336,5,1,1,19,87,268,14751,944,98655,9803,6918,52929,13560,5222,4182286,427,720,4085401,591,1015,75758588,1431,3053,69361347,5115,11742,25522762,4888,11022,8170,420,5285,1078,562,1903,581,58330,5543,26612,90485,20470,16930,14252,11986,67261,56077,19493,14514,6899,5637,151,73467,487,918,51,28532,559,989,9601,4080287,425,717,5205,8291757,1593,3344,2041,3276201,1605,3451,45683,64190630,1405,3001,3763,24025603,6385,15193,1871,8955456,4786,11353,1520,11802967,7765,16310,873,8505769,9743,21868,188,61445,327,600,4855,149774,31,56,86,131430,1528,3033,72,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,Midlands,Y60,Midlands,199402,150379,446494,3,1,3,8,44,775,2355,1306,160446,12928,8336,84747,40611,2305,5639492,436,775,6201559,744,1565,97826363,1154,2271,101915837,2510,5777,8444916,3664,8239,8940,1209,541,8,3603,3587,2623,93288,8934,49284,151506,23965,18110,15402,11880,108256,88799,70742,42501,4983,2336,116,60092,518,971,86,37211,433,895,12726,5542189,436,774,6540,5520126,844,1569,1864,1982055,1063,2297,76343,90324182,1183,2330,3474,11694862,3366,7913,1036,3815450,3683,9106,4039,23371924,5787,12955,454,2426206,5344,13064,540,155306,288,492,7390,238354,32,62,164,187193,1141,1998,145,475,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,East of England,Y61,East of England,106384,69495,243566,4,1,5,11,60,469,26,5216,77269,7347,4794,44396,11217,638,3430325,467,854,3180193,663,1221,66936098,1508,3105,47208673,4209,10165,3439126,5390,13396,5629,100,3674,1274,69,1786,1151,43417,2811,25412,71640,17037,11919,10904,7814,67365,49006,22374,12672,1055,679,36,18505,514,978,0,0,.,.,7311,3411820,467,854,2666,4242876,1591,3074,649,954077,1470,3192,41081,61739145,1503,3104,414,2104453,5083,11291,151,921748,6104,16771,2076,15264306,7353,16834,159,1173259,7379,21008,603,164721,273,473,6708,232071,35,61,188,327533,1742,3859,151,26,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,London,Y56,London,165849,131743,564794,4,0,1,31,101,517,0,1354,109881,9473,6947,63265,22214,2110,3700653,391,647,4469032,643,1097,69180606,1094,2220,71580732,3222,7737,9689889,4592,10713,8025,219,939,2808,179,6688,0,65816,6665,29375,101856,24921,19079,17981,13996,94427,71447,34664,24864,2747,2229,58,26671,460,689,29,19365,668,943,9386,3654617,389,644,4360,4631297,1062,2070,1149,1102158,959,2139,57756,63447151,1099,2232,1664,9429504,5667,10661,325,1504963,4631,10215,1316,11791977,8960,16043,91,837407,9202,20981,634,186725,295,474,4603,312798,68,136,138,265321,1923,4256,128,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,South East,Y59,South East,156600,106473,286876,3,2,2,3,30,638,72,151,119208,7667,4939,59798,36843,1490,3395348,443,812,2731912,553,1025,61271112,1025,1980,136577123,3707,8464,6326157,4246,9949,7266,165,778,1489,715,5608,1449,69337,4230,38375,111942,15043,11427,9569,7379,79094,63633,59244,39452,2328,1623,205,127775,623,1066,143,72279,505,971,7319,3195294,437,802,6297,6486391,1030,1944,1519,1424707,938,1978,51982,53360014,1027,1986,4205,19464316,4629,9965,1420,6509637,4584,10091,1354,11862857,8761,19573,220,1759835,7999,17516,692,202217,292,505,5293,209302,40,60,197,255141,1295,2514,190,9,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,South West,Y58,South West,107254,81644,351387,4,2,3,11,56,217,64,6071,77259,5249,3290,42101,15236,720,2159817,411,745,1916612,583,1077,65500356,1556,3222,56992329,3741,8779,3774298,5242,12629,4132,271,1019,2579,504,2338,7,41317,3678,28132,73127,11604,8881,7228,5573,56091,47219,22277,16470,1034,775,41,27329,667,1131,60,30066,501,1209,5148,2102422,408,738,2716,4466171,1644,3264,960,1443056,1503,3106,38425,59591129,1551,3219,2181,8861330,4063,8510,395,1265607,3204,7731,1143,7982434,6984,15626,56,266816,4765,13309,489,176097,360,613,2927,97645,33,56,165,255064,1546,3354,153,34,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,Y60,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,87309,68702,235602,3,2,3,4,54,430,2355,1239,66874,7019,4690,38412,10167,766,3163565,451,819,4456923,950,2121,63110097,1643,3364,42036881,4135,10188,3957440,5166,10932,5870,1173,520,8,3340,837,57,40891,2929,17184,61004,12709,9886,8626,6822,49644,40255,14790,10811,994,727,0,0,.,.,15,10305,687,1470,7004,3153260,450,818,543,999153,1840,3750,793,1200557,1514,3424,37076,60910387,1643,3357,18,93575,5199,8339,413,1885374,4565,11700,2674,15448944,5777,12574,165,923665,5598,12694,319,91200,286,463,3738,147470,39,76,39,99237,2545,4204,29,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,Y61,RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,106384,69495,243566,4,1,5,11,60,469,26,5216,77269,7347,4794,44396,11217,638,3430325,467,854,3180193,663,1221,66936098,1508,3105,47208673,4209,10165,3439126,5390,13396,5629,100,3674,1274,69,1786,1151,43417,2811,25412,71640,17037,11919,10904,7814,67365,49006,22374,12672,1055,679,36,18505,514,978,0,0,.,.,7311,3411820,467,854,2666,4242876,1591,3074,649,954077,1470,3192,41081,61739145,1503,3104,414,2104453,5083,11291,151,921748,6104,16771,2076,15264306,7353,16834,159,1173259,7379,21008,603,164721,273,473,6708,232071,35,61,188,327533,1742,3859,151,26,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
